레시피 코드,재료명,재료용량,재료타입명
195453,계란,5개,주재료
195453,전분,1/2T,주재료
195453,부침가루,1/2T,주재료
195453,소금,2t,주재료
195453,후추,1/2t,주재료
195453,참기름,1T,주재료
195453,밀가루,2CUP,주재료
195453,배추,2잎,주재료
195453,호박,1/2개,주재료
195453,대파,1대,주재료
195453,다짐육,200g,주재료
195453,콩비지,300g,주재료
195453,다진마늘,1T,주재료
195428,통깨,0.5T,양념
195428,마요네즈,1T,양념
195428,설탕,0.5T,양념
195428,식초,0.5T,양념
195428,두부,2.5T,양념
195428,소금,약간,주재료
195428,참기름,약간,주재료
195428,통깨,약간,주재료
195428,김밥용김,2장,주재료
195428,어린잎채소,약간,주재료
195428,가지,1/2개,주재료
195428,당근,1/2개,주재료
195428,밥,3공기,주재료
195428,오이,1/2개,주재료
180363,설탕,1+1/2T,양념
180363,통깨,약간,양념
180363,식초,2T,양념
180363,고추장,2T,양념
180363,소금,약간,주재료
180363,쪽파,15대,주재료
180363,중새우,15마리,주재료
180344,양파,1/8개,주재료
180344,방울토마토,15알,주재료
180344,밥,1공기,주재료
180344,물,280ml,부재료
180344,셀러리,1대,주재료
180344,후추,약간,주재료
180344,햄,50g,주재료
180344,달걀,2개,주재료
180344,카레가루,3T,부재료
180330,식빵,5쪽,주재료
180330,마요네즈,1T,주재료
180330,꿀,1/2T,주재료
180330,달걀노른자,1개,주재료
180330,우유,1cup,주재료
180330,고구마,2개(大),주재료
180330,소금,약간,주재료
180330,건블루베리,1/2T,주재료
120476,후추,약간,양념
120476,다진마늘,1/2T,부재료
120476,들기름,1T,양념
120476,통깨,약간,양념
120476,소금,3t,양념
120476,버섯,4개,부재료
120476,두부,1/2모,부재료
120476,당면,한줌,부재료
120476,당근,1/6개,부재료
120476,다짐육(소고기),100g,부재료
120476,다짐육(돼지고기),100g,부재료
120476,다진생강,2t,부재료
120476,간장,1T,양념
120476,달걀,1개,부재료
120476,미나리,10줄기,주재료
120476,배추잎,10장,주재료
120463,부침가루,6T,주재료
120463,양파,1/3개,주재료
120463,감자,2개,주재료
120463,당근채,약간,주재료
120463,당근잎,약간,주재료
120463,소금,약간,주재료
120441,고춧가루,2T,양념
120441,들기름,1T,양념
120441,설탕,1/2T,양념
120441,다진마늘,2T,양념
120441,무,1/3개,주재료
120441,양파,1/2개,주재료
120441,단호박,1개,주재료
120441,간장,1T,양념
120441,된장,1T,부재료
120441,고추장,1T,부재료
120441,쌀뜨물,4컵,주재료
120441,고등어,2마리,주재료
120441,청양고추,2개,주재료
120441,홍고추,1개,주재료
120419,매실액,3T,양념
120419,통깨,약간,양념
120419,참기름,2T,양념
120419,고추,1개,양념
120419,라이스페이퍼,10장,주재료
120419,연어살,200g,주재료
120419,무채,50g,주재료
120419,고사리,50g,주재료
120419,도라지,50g,주재료
120419,콩나물,50g,주재료
120419,시금치,50g,주재료
120401,애호박,1개,주재료
120401,어린잎채소,100g,주재료
120401,부침유,약간,주재료
120401,간장,2T,양념
120401,맛술,2T,양념
120401,통깨,약간,양념
120401,다진마늘,0.5T,양념
120401,식초,0.5T,양념
120401,청양고추,1개,양념
120401,대파,1/2대,양념
120401,참기름,약간,양념
120401,올리브유,1T,양념
120379,양파,1/2개,주재료
120379,단무지,50g,주재료
120379,아몬드,16알,주재료
120379,견과류,약간,주재료
120379,마요네즈,1T,양념
120379,꿀,1T,양념
120379,허브솔트,약간,양념
120379,소금,2t,양념
120379,머드터드,0.5T,양념
120379,식초,1T,양념
120379,황설탕,0.5T,양념
120379,백오이,2개,주재료
120379,참치캔,1캔(100g),주재료
120379,삶은계란,1개,주재료
120360,아몬드,2알,양념
120360,다진고추,1T,양념
120360,매실액,1T,양념
120360,굴소스,2T,양념
120360,다진식파,약간,주재료
120360,에멘탈 치즈가루,1컵,주재료
120360,두부,1/2모,주재료
120360,가지,1개,주재료
120360,굴소스,1T,주재료
120344,설탕,1T,양념
120344,통깨,1/2T,양념
120344,다진마늘,1T,양념
120344,고춧가루,1T,양념
120344,간장,1/2T,양념
120344,까나리액젓,1T,양념
120344,쪽파,1/2대,양념
120344,깻잎,30장,주재료
120344,홍고추,1개,양념
91023,설탕,1컵,양념
91023,물,1컵,양념
91023,간장,1.5컵,양념
91023,식초,1컵,양념
91023,고추,180g (약2줌),주재료
91010,탄산수,700ml,주재료
91010,얼음,20큐브,주재료
91010,설탕,1T,주재료
91010,허브(민트),한줌,주재료
91010,라임,2개,주재료
90997,슬라이스치즈,3장,주재료
90997,마요네스,4T,양념
90997,슬라이스햄,3장,주재료
90997,모닝빵,6개,주재료
90997,토마토,2개,주재료
90997,어린잎채소,2줌,주재료
90997,허니머스타드,2T,양념
90980,설탕,1t,양념
90980,통깨,조금,양념
90980,식초,3T,양념
90980,된장,1t,양념
90980,고춧가루,2.5T,양념
90980,대파,1/2대,주재료
90980,청고추,1개,주재료
90980,홍고추,1개,주재료
90980,양파,1/2개,주재료
90980,둥근호박,1/3개,주재료
90960,통깨,조금,양념
90960,양파,조금,양념
90960,쪽파,2대,양념
90960,다진마늘,1T,양념
90960,풋고추,1개,양념
90960,소금,조금,양념
90960,쌈장,1T,양념
90960,밥,2인분,주재료
90960,호박잎,20장,주재료
90960,가지,1개,주재료
90960,간장,2T,양념
90941,와사비,약간,양념
90941,후추,약간,양념
90941,설탕,1.5T,양념
90941,식초,1.5T,양념
90941,고추장,3T,양념
90941,오징어,2마리,주재료
90941,양파,1개,주재료
90941,고추,4개,주재료
90941,당근,반개,주재료
90941,오이,1개,주재료
90941,쑥갓,약간,주재료
90941,치커리,약간,주재료
90941,상추,약간,주재료
90920,가지,2개,주재료
90920,올리브오일,약간,양념
90920,후추,약간,양념
90920,소금,약간,양념
90920,파마산치즈가루,2T,양념
90920,양파,1/2개,주재료
90920,토마토소스,200g,양념
90920,파슬리가루,약간,주재료
90920,피자치즈,1컵,주재료
90920,다진마늘,1/2T,주재료
90920,우유,4T,양념
90904,가지,2개,주재료
90904,양파,1/2개,주재료
90904,홍고추,1개,주재료
90904,청고추,1게,주재료
90904,대파,1/2단,주재료
90904,다진마늘,1T,양념
90904,고춧가루,2T,양념
90904,들기름,1/2T,양념
90904,간장,1T,양념
90904,소금,약간,양념
90904,후추,약간,양념
90894,소금,약간,주재료
90894,고구마잎,100g,주재료
90894,다진마늘,1/2T,주재료
90894,다진파,1T,주재료
90894,깨소금,1t,주재료
90894,참기름,1t,주재료
90881,후추,약간,양념
90881,허니머스타드,1T,양념
90881,소금,약간,양념
90881,마요네즈,1T,양념
90881,노각,1/2개,주재료
90881,닭가슴살,2쪽,주재료
90881,호박,1개,주재료
90868,다진마늘,1T,주재료
90868,방울토마토,6개,주재료
90868,미니새송이버섯,400g,주재료
90868,다진쪽파,약간,주재료
90868,바질,약간,주재료
90868,소금,1/4t,주재료
90868,올리브유,약간,주재료
90846,소금,2T,부재료
90846,물,10컵,부재료
90846,파뿌리,3개,부재료
90846,양파,1/2개,부재료
90846,밥,1T,부재료
90846,무,작은토막 1개,주재료
90846,깐밤,3개,주재료
90846,소금,1T,주재료
90846,오이,4개,주재료
90846,노란 파프리카,1/4개,주재료
90846,붉은 파프리카,1/4개,주재료
90846,생강,1개,부재료
90834,고추가루,1T,양념
90834,액젓,1T,양념
90834,매실액,1T,양념
90834,다진마늘,1t,양념
90834,돛나물,20g,주재료
90834,부추,20g,주재료
90834,오이,2개,주재료
90834,양파,소1/2,양념
90818,소금,조금,주재료
90818,사과,20g,주재료
90818,가지,1개,주재료
90818,소고기,100g,주재료
90818,무순,20g,주재료
90818,당근,20g,주재료
90818,버섯,20g,주재료
90818,버터,조금,주재료
90799,바질,50g,양념
90799,잣,1T,양념
90799,다진마늘,1/2T,양념
90799,올리브오일,4T,양념
90799,파마르산치즈,1T,양념
90799,"소금, 후추",약간,주재료
90799,다진마늘,1T,주재료
90799,화이트와인,1/2T,주재료
90799,새우,12마리,주재료
90799,스파게티면,200g,주재료
90799,"소금, 후추",약간,양념
90799,올리브오일,1T,주재료
73712,찹쌀가루,1T,주재료
73712,밀가루,200g,주재료
73712,들깨가루,1컵,주재료
73712,올리브유,1T,주재료
73712,소금,1.5t,주재료
73712,육수용 물,6컵,부재료
73712,육수용 무,1토막,부재료
73712,국물용 다시마,5*5cm 3조각,부재료
73712,국물용멸치,15마리,부재료
73712,육수용 대파,1/2개,부재료
73712,시금치,3뿌리,주재료
73699,슈레드 치즈(모짜렐라치즈),100g,주재료
73699,슬라이스치즈,1장,주재료
73699,전분,조금,주재료
73699,찐옥수수 알갱이,조금,주재료
73699,무지개고추,1개,주재료
73699,파프리카,1/3개,주재료
73699,단호박,작은거1개,주재료
73679,낙지,1마리,주재료
73679,절인 배추,1통,주재료
73679,고춧가루,1컵,양념
73679,감동젓,100g,양념
73679,다진마늘,1/2큰술,양념
73679,다진생각,1작은술,양념
73679,설탕,2큰술,양념
73679,소급,2큰술,양념
73679,생굴,1/2컵,주재료
73679,실파,100g,주재료
73679,미나리,100g,주재료
73679,밤,7개,주재료
73679,배,1개,주재료
73679,무,1개,주재료
73679,북어,1마리,주재료
62330,절인 배추,1포기,주재료
62330,생강,1톨,양념
62330,잣,1/2큰술,주재료
62330,대추,4개,주재료
62330,굴,100g,주재료
62330,낙지다리,100g,주재료
62330,밤,4개,주재료
62330,배,1/2개,주재료
62330,미나리,50g,주재료
62330,실파,30g,주재료
62330,갓,80g,주재료
62330,소금,1큰술,양념
62330,새우젓,1/2컵,양념
62330,고춧가루,1컵,양념
62330,마늘,6쪽,양념
62330,무,200g,주재료
39692,돼지갈비,1.2kg,주재료
39692,시래기,200g,주재료
39692,후추,약간,양념
39692,소금,1작은술,양념
39692,다진생강,1작은술,양념
39692,다진마늘,1큰술,양념
39692,다진양파,2큰술,양념
39692,다진파,3큰술,양념
39692,사과즙,3큰술,양념
39692,배즙,2큰술,양념
39692,청주,3큰술,양념
39692,간장,3큰술,양념
39692,다시마 우린 물,2컵,부재료
39692,고춧가루,5큰술,양념
39692,고추장,5큰술,양념
39665,양파,1/4개,부재료
39665,대파,1대,부재료
39665,참쌀,1컵(170g),부재료
39665,인삼,1뿌리,부재료
39665,땅콩,20알,부재료
39665,소금,약간,양념
39665,닭,1마리,주재료
39665,잣,3~5알,부재료
39665,통후추,5알,부재료
39665,대추,3개,부재료
39665,볶은 흑임자(검은깨),1/2컵(55g),부재료
5836,쇠고기(안심 또는 등심),300g,주재료
5836,소금,1/2큰술,양념
5836,양파,1개,부재료
5836,감자,1개,부재료
5836,당근,1/2개,부재료
5836,"홍피망, 청피망 각각",1/2개,부재료
5836,양송이버섯,5개,부재료
5836,"후추, 식용유",약간씩,양념
5836,칠리,3개,양념
5836,다진 마늘,1큰술,양념
5836,물,2.5컵,양념
5836,월계수 잎,2장,양념
5836,바질,1/2작은술,양념
5836,토마토페이스트,3큰술,양념
5836,토마토,5개,주재료
540,감자,2개,주재료
540,오이,1/3개,주재료
540,플레인요구르트,3큰술,주재료
540,맛살,2줄,주재료
540,양배추,1/6개,주재료
540,양파,1/4개,주재료
540,햄,1/3개,주재료
539,고구마,3개,주재료
539,녹색피망,1/4개,주재료
539,노랑/빨강 파프리카,1/4개씩,주재료
539,양파,1/4개,주재료
539,마요네즈,4큰술,주재료
539,당근,1/4개,주재료
539,브로코리 ,약간,주재료
538,단호박,1/4개,주재료
538,마요네즈,3큰술,주재료
538,사과,1/2개,주재료
538,오이,1/3개,주재료
538,달걀 ,1개,주재료
537,포도씨유,2-3T,주재료
537,볶은소금,1t,주재료
537,맛간장,1T,주재료
537,마늘,2통,주재료
537,새송이버섯,2-3개,주재료
537,깨소금, ,주재료
536,가지,2개,주재료
536,빨강파프리카·노랑 파프리카·청피망,1개씩,주재료
536,올리브유,적당량,주재료
536,굵은소금·후춧가루,약간씩,주재료
535,상추, ,주재료
535,양념장, ,주재료
534,양파,1/2개,주재료
534,도라지, ,주재료
534,오이,1개,주재료
533,소금약간,약간,주재료
533,브로코리,1송이,주재료
533,오징어,1마리,주재료
532,진밥,50g,주재료
532,두부,15g,주재료
532,적양배추,10g,주재료
532,아가용 치즈,6g,주재료
532,다시마국물,80g,주재료
531,표고버섯,10g,주재료
531,감자,10g,주재료
531,아기된장소스,2g,주재료
531,양파,3g,주재료
531,당근,2g,주재료
531,멥쌀,35g,주재료
531,찹쌀,5g,주재료
531,시금치,10g,주재료
530,진밥(멥쌀+찹쌀),30g+5g,주재료
530,당근,2g,주재료
530,닭가슴살,20g,주재료
530,가지,10g,주재료
530,애호박,7g,주재료
530,양파,3g,주재료
529,쇠고기,15g,주재료
529,브로코리,10g,주재료
529,감자,8g,주재료
529,느타리버섯,4g,주재료
529,양파,3g,주재료
529,당근,2g,주재료
529,찹쌀,5g,주재료
529,멥쌀,30g,주재료
528,흰살 생선,15g,주재료
528,양파,8g,주재료
528,치즈,5g,주재료
528,감자,3g,주재료
528,당근,2g,주재료
528,적당량의 물, ,주재료
528,멥쌀,20g,주재료
528,찹쌀,5g,주재료
527,고구마,15g,주재료
527,당근,10g,주재료
527,사과,10g,주재료
527,물,150ml,주재료
527,양파,3g,주재료
527,멥쌀,20g,주재료
527,찹쌀,5g,주재료
527,브로코리,5g,주재료
526,닭가슴살,20g,주재료
526,비트,5g,주재료
526,우유 적당량,적당량,주재료
526,양파,10g,주재료
526,대파 대, ,주재료
526,멥쌀,30g,주재료
525,불린 쌀,20g,주재료
525,닭가슴살,20g,주재료
525,청경채,10g,주재료
525,정수물 또는 닭육수,300ml정도,주재료
525,당근,3g,주재료
525,애호박,5g,주재료
525,양파,3g,주재료
524,멥쌀,25g,주재료
524,찹쌀,5g,주재료
524,양송이,10g,주재료
524,아가용치즈,5g,주재료
524,당근,8g,주재료
524,양파,3g,주재료
524,밤,10g,주재료
523,흑임자,15g,주재료
523,표고,4g,주재료
523,애호박,6g,주재료
523,찹쌀,5g,주재료
523,양파,3g,주재료
523,쌀,25g,주재료
523,당근,5g,주재료
522,쇠고기,20g,주재료
522,아욱,10g,주재료
522,감자,10g,주재료
522,느타리버섯,5g,주재료
522,육수 및 생수, ,주재료
522,당근,2g,주재료
522,멥쌀,25g,주재료
522,찹쌀,5g,주재료
522,양파,5g,주재료
521,불린 쌀,15g,주재료
521,불린 찹쌀,5g,주재료
521,물,120~130ml,주재료
521,당근,10g,주재료
521,쇠고기,10g,주재료
520,불린 쌀,10g,주재료
520,물,120ml,주재료
520,단호박,10g,주재료
520,불린 흑미,3g,주재료
519,불린 쌀,10g,주재료
519,불린 찹쌀,5g,주재료
519,생수,1/2컵,주재료
519,배,15g,주재료
519,밤,1개,주재료
518,불린 쌀,15g,주재료
518,당근,10g,주재료
518,양송이,8g,주재료
517,쇠고기육수,120ml,주재료
517,청경채,10g,주재료
517,쇠고기,15g,주재료
517,불린 멥쌀,15g,주재료
516,멥쌀,15g,주재료
516,찹쌀,10g,주재료
516,물(쇠고기육수),120ml,주재료
516,배,10g,주재료
516,시금치,10g,주재료
515,단호박,20g,주재료
515,브로코리,15g,주재료
515,생수, ,주재료
515,찹쌀,5g,주재료
515,불린 멥쌀,15g,주재료
514,불린 쌀,15g,주재료
514,정수물(쇠고기육수),120ml,주재료
514,애호박,10g,주재료
514,쇠고기,10g,주재료
513,불린 쌀,15g,주재료
513,생수 반컵,반컵,주재료
513,오이,10g,주재료
512,불린 쌀,15g,주재료
512,생수,140cc,주재료
512,양배추,10G,주재료
511,불린 쌀,10g,주재료
511,생수 또는 분유물(모유),120ml,주재료
511,감자,5g,주재료
510,불린 쌀,15g,주재료
510,물,120cc,주재료
510,사과,10g,주재료
509,당근,10g,주재료
509,불린 쌀,20g,주재료
508,불린 쌀,20g,주재료
508,생수 반컵,반컵,주재료
508,고구마,10g,주재료
507,애호박(속살),10g,주재료
507,불린 쌀,20g,주재료
506,불린 찹쌀,10g,주재료
506,불린 쌀,20g,주재료
505,불린 쌀,10g,주재료
505,물,2/3컵,주재료
505,비트 간 것,5g,주재료
504,불린 쌀,10g,주재료
504,정제수(생수),350g,주재료
504,브로코리,10g,주재료
503,단호박,20g,주재료
503,불린 쌀,25g,주재료
502,배,10g,주재료
502,불린 쌀,30g,주재료
501,생수,1/2컵,주재료
501,불린 쌀,10g,주재료
500,올리브오일,3g,부재료
500,후춧가루,약간,부재료
500,당근,2g,부재료
500,샐러리,2g,부재료
500,쌀,60g,주재료
500,화이트와인,10g,부재료
500,완두콩,3g,부재료
500,닭 육수,130ml,부재료
500,이태리고추,1개,부재료
500,사라다나,2포기,부재료
500,트레비소,1포기,부재료
500,마늘,1쪽,부재료
500,로즈마리,1줄기,부재료
500,낙지,1마리,주재료
500,이태리파슬리,1줄기,부재료
500,토마토,1/3개,부재료
500,파프리카,1/5개,부재료
500,차이브,약간,부재료
500,소금,약간,부재료
500,양파,3g,부재료
499,돼지 볼살,60g,주재료
499,스파게티,100g,주재료
499,양파,10g,부재료
499,계란노른자,1개,부재료
499,그라나 빠다노,10g,부재료
499,우유,50g,부재료
499,이태리파슬리,2줄기,부재료
499,후추,적당량,부재료
499,소금,적당량,부재료
499,생크림,300g,주재료
498,송어,1마리,주재료
498,양상추, ,부재료
498,무순, ,부재료
498,파인애플, ,부재료
498,오이, ,부재료
498,토마토, ,부재료
498,파슬리, ,부재료
497,잉어,1마리,주재료
497,콩나물,200g,양념
497,미나리,50g,양념
497,계란,1개,양념
497,홍고추,2개,주재료
497,[양념장] 고춧가루,3큰술,양념
497,참기름,약간,양념
497,다진마늘,1과1/2큰술,양념
497,된장,1과1/2큰술,양념
497,물엿,1/2큰술,양념
497,생강,약간,양념
497,후춧가루,약간,양념
497,고추장,3큰술,양념
496,메기,1마리,주재료
496,무,100g,부재료
496,대파,1뿌리,부재료
496,마늘,2쪽,부재료
496,생강,1쪽,부재료
496,쑥갓,50g,부재료
496,고추장,1작은술,양념
496,식용유,1큰술,양념
496,소금,약간,양념
496,후춧가루,약간,양념
496,물,4컵,양념
496,고춧가루,1큰술,양념
495,설탕,1큰술,양념
495,식초,2큰술,양념
495,육수,3큰술,양념
495,깨소금,약간,양념
495,냉면,300g,주재료
495,계란,1개,주재료
495,방울토마토,2개,주재료
495,샐러드채소,약간,주재료
495,무,1/3개,부재료
495,[배합초] 소금,2작은술,부재료
495,설탕,3큰술,부재료
495,식초,3큰술,부재료
495,물,약간,부재료
495,[비빔양념] 간장,1/2작은술,양념
495,고추장,1과1/2작은술,양념
495,다진마늘,1/2큰술,양념
495,다진파,1작은술,양념
495,물엿,1큰술,양념
494,미소,1과1/2큰술,양념
494,두부,1/2모,주재료
494,간장,약간,양념
494,팽이버섯,약간,부재료
494,실파,약간,부재료
494,다시마,약간,양념
493,김치,1/2포기,주재료
493,꽁치,1캔,주재료
493,무,1/3개,부재료
493,간장,약간,양념
493,마늘,5톨,부재료
493,김칫국물,1/2물,부재료
493,대파,1뿌리,부재료
492,떡국떡,50g,주재료
492,만두피,15장,부재료
492,구운김,1장,부재료
492,대파,1/2뿌리,부재료
492,다진마늘,2큰술,양념
492,청정원맛선생,약간,양념
492,국간장,1큰술,양념
492,참기름,약간,양념
492,만두피,12장,주재료
492,다진돼지고기,100g,주재료
492,배추김치,100g,주재료
492,숙주,50g,주재료
492,두부,1모,주재료
492,파,1/3뿌리,주재료
492,계란,1개,부재료
491,미니파프리카,1팩,주재료
491,오이,2개,주재료
491,당근,1/2개,주재료
491,브로콜리,1/2개,부재료
491,양배추,1/4통,부재료
491,식초,1/2컵,양념
491,발효초,2와1/2컵,양념
491,설탕,1컵,양념
491,소금,4큰술,양념
491,통후추,20알,양념
491,물,2와1/2컵,양념
490,플레인요구르트,4개,주재료
490,발효초,10큰술,주재료
490,꿀,1큰술,부재료
490,과일통조림,약간,부재료
490,초콜릿,약간,부재료
489,식초,4큰술,양념
489,설탕,1큰술,양념
489,간장,1작은술,양념
489,참기름,약간,양념
489,다진마늘,1작은술,양념
489,고추장,2큰술,양념
489,쫄면,120g,주재료
489,오이,1/2개,부재료
489,파프리카,1/2개,부재료
489,깻잎,5장,부재료
489,새싹채소,약간,부재료
489,물엿,1작은술,양념
488,우동면,100g,주재료
488,참기름,약간,양념
488,김치,1/8포기,주재료
488,쑥갓,약간,부재료
488,김,약간,부재료
488,[육수] 시판용장국,1컵,양념
488,물,3~4컵,양념
488,고춧가루,1작은술,양념
488,국간장,약간,양념
488,소금,약간,양념
488,후춧가루,약간,양념
488,맛술,약간,양념
488,설탕,1/2작은술,양념
488,식초,1/2작은술,양념
488,고춧가루,약간,양념
488,새우,4마리,부재료
487,두부,1팩,주재료
487,계란,1개,부재료
487,청정원어장,2큰술,양념
487,고춧가루,1~2큰술,양념
487,깨소금,약간,양념
487,양파,1/2개,부재료
487,미더덕,약간,주재료
487,바지락,약간,주재료
487,잔새우,약간,주재료
487,다시마,1장,부재료
487,멸치,한줌,부재료
487,참기름,약간,양념
486,대하,12마리,주재료
486,홍고추,1개,부재료
486,미더덕,50g,주재료
486,바지락,1봉,주재료
486,꽃게,3마리,주재료
486,무,50g,부재료
486,양파,1개,부재료
486,청고추,1개,부재료
486,다시마,1장,부재료
486,미나리,50g,부재료
486,쑥갓,30g,부재료
486,고춧가루,5큰술,양념
486,국간장,4큰술,양념
486,맛술,3큰술,양념
486,다진마늘,2큰술,양념
486,다진생강,1큰술,양념
486,후춧가루,약간,양념
486,소금,약간,양념
486,참기름,약간,양념
486,오징어,1마리,주재료
485,청주,1작은술,양념
485,간장,1작은술,양념
485,홍고추,1/2개,양념
485,참기름,약간,양념
485,올리브오일,1큰술,부재료
485,청고추,1/2개,양념
485,양파,1/2개,부재료
485,표고버섯,2장,부재료
485,피망,1/2개,부재료
485,마늘,5톨,부재료
485,새송이버섯,4개,주재료
485,청정원순창쌈장,2큰술,양념
485,물,2큰술,양념
485,쪽파,2뿌리,양념
485,다진마늘,1작은술,양념
485,설탕,1/3작은술,양념
484,파프리카,1/4개,부재료
484,팽이버섯,약간,부재료
484,새우,30g,주재료
484,오징어,50g,주재료
484,바지락,30g,주재료
484,날치알,약간,부재료
484,파프리카,1/4개,부재료
484,소금,약간,양념
484,후춧가루,약간,양념
484,굴소스,3큰술,양념
484,밥,2공기,주재료
484,참기름,약간,양념
484,청주,2큰술,양념
483,양배추,1/4통,부재료
483,새우,30g,부재료
483,실파,30g,부재료
483,베이컨,4장,부재료
483,굴소스,약간,양념
483,가쯔오브시,약간,양념
483,양파,1/3개,부재료
483,팽이버섯,30g,부재료
483,소금,약간,양념
483,후춧가루,약간,양념
483,밀가루,3컵,주재료
483,다시물,2컵,주재료
483,계란,2개,주재료
483,마요네즈,약간,양념
482,두부,1모,주재료
482,청고추,1개,부재료
482,홍고추,1개,부재료
482,소금,약간,양념
482,굴소스,4큰술,양념
482,물,1/3컵,양념
482,참기름,약간,양념
482,다진마늘,1작은술,양념
481,신김치,1/2포기,주재료
481,돼지고기안심,50g,주재료
481,청정원국선생,500ml,부재료
481,표고버섯,3개,부재료
481,식용유,약간,부재료
481,청고추,1개,부재료
481,후춧가루,약간,양념
481,맛술,3큰술,양념
481,대파,1대,부재료
480,홍합,50g,주재료
480,모시조개,1봉,주재료
480,무,1/4개,부재료
480,홍고추,1개,부재료
480,대파,2뿌리,부재료
480,미나리,50g,부재료
480,고춧가루,1큰술,양념
480,다진마늘,2큰술,양념
480,다진생강,1큰술,양념
480,고추장,1작은술,양념
480,소금,약간,양념
480,후춧가루,약간,양념
480,다시마,1장,부재료
480,청고추,1개,부재료
480,쭈꾸미,2마리,주재료
480,간장,3큰술,양념
480,오징어,1/2마리,주재료
480,새우,8마리,주재료
480,양파,1/2개,부재료
479,청고추,4개,주재료
479,홍고추,3개,주재료
479,오이,1개,부재료
479,당근,1/3개,부재료
479,새우,6마리,부재료
479,참기름,약간,양념
479,후춧가루,약간,양념
479,굴소스,3큰술,양념
479,꽃빵,4개,주재료
479,새송이버섯,1개,부재료
479,청주,1작은술,양념
479,포도씨유,약간,부재료
478,포도씨유,약간,부재료
478,두부,반모,주재료
478,파프리카,2개,주재료
478,식초,약간,부재료
478,소금,약간,양념
478,후춧가루,약간,양념
478,간장,약간,부재료
478,칵테일새우,30g,부재료
477,참치통조림,1캔,주재료
477,당근,1/3개,부재료
477,감자,1개,부재료
477,표고버섯,2장,부재료
477,불린쌀,1컵,주재료
477,애호박,1/3개,부재료
477,국간장,약간,양념
477,깨소금,약간,양념
477,실파,2줄기,부재료
477,물,5컵,부재료
477,다시마,1장,부재료
477,참기름,약간,양념
476,닭,500g,주재료
476,맛술,2큰술,양념
476,맛술,3큰술,부재료
476,소금,약간,부재료
476,후춧가루,약간,부재료
476,호두,20g,부재료
476,계란,1개,부재료
476,녹말가루,6큰술,부재료
476,튀김가루,4큰술,부재료
476,카레가루,1큰술,부재료
476,고추장,3큰술,양념
476,토마토케첩,4큰술,양념
476,물엿,1큰술,양념
476,꿀,1큰술,양념
476,물,4큰술,양념
476,식초,3큰술,양념
476,다진마늘,2큰술,양념
476,고추기름,2큰술,양념
476,우유,1/2컵,부재료
475,다진마늘,1/2작은술,양념
475,물,5컵,양념
475,국간장,1큰술,양념
475,소금,약간,양념
475,후춧가루,약간,양념
475,밀가루,2컵,주재료
475,물,5큰술,부재료
475,된장,2큰술,부재료
475,표고버섯,2개,주재료
475,감자,1개,주재료
475,대파,1/2대,부재료
475,양파,1/4개,부재료
475,청고추,1/4개,부재료
475,홍고추,1/4개,부재료
475,국물용멸치,10마리,양념
475,참기름,1작은술,양념
474,닭가슴살,3쪽,주재료
474,양상추,2장,부재료
474,겨자잎,2장,부재료
474,양파,1/2개,부재료
474,당근,1/4개,부재료
474,오이,1/3개,부재료
474,마른고추,1개,부재료
474,허니머스터드,2큰술,양념
474,레몬즙,2큰술,양념
474,설탕,2큰술,양념
474,소금,약간,양념
474,청주,2큰술,양념
474,다진마늘,1큰술,양념
474,오렌지,1개,부재료
473,비트,1개,부재료
473,절임무,1팩,주재료
473,오이,1/2개,부재료
473,게맛살,2개,부재료
473,파프리카,1개,부재료
473,네모난햄,6장,부재료
473,레몬즙,1큰술,양념
473,계란,2개,부재료
473,땅콩버터,2와1/2큰술,양념
473,꿀,1큰술,양념
473,설탕,1큰술,양념
473,식초,1과1/2큰술,양념
473,깨소금,1큰술,양념
473,무순,1팩,부재료
472,돼지등갈비,1대,주재료
472,샐러리,1개,부재료
472,양파,1/2개,부재료
472,마늘,2쪽,부재료
472,후춧가루,약간,양념
472,레드와인,1T,양념
472,올리브오일,2T,양념
472,소금,약간,양념
472,바베큐소스,2T,양념
471,부추,100g,주재료
471,올리브오일,3큰술,주재료
471,[양념장] 다진파,1큰술,양념
471,다진마늘,1/2큰술,양념
471,통깨,1작은술,양념
471,식초,1큰술,양념
471,고춧가루,1/2큰술,양념
471,설탕,1/2큰술,양념
471,간장,1큰술,양념
470,팽이버섯,30g,주재료
470,식용유,2큰술,부재료
470,청피망,1/2개,부재료
470,홍피망,1/2개,부재료
470,간장,1큰술,양념
470,표고버섯,3장,주재료
470,다진마늘,1/2작은술,양념
470,참기름,1/2작은술,양념
470,소금,약간,양념
470,후춧가루,약간,양념
470,느타리버섯,60g,주재료
470,설탕,1/2작은술,양념
469,가지,2개,주재료
469,부추,20g,주재료
469,다진파,1큰술,양념
469,다진마늘,1/2큰술,양념
469,소금,1큰술,양념
469,고춧가루,1큰술,주재료
469,액젓,2/3큰술,양념
469,설탕,1작은술,양념
469,다진생강,1작은술,양념
468,상추,4장,주재료
468,미소된장,2큰술,주재료
468,실파,약간,부재료
468,가다랑이포,한줌,양념
468,두부,1/4모,부재료
468,다시마,1장,양념
467,파스타,200g,주재료
467,생크림,1과1/2컵,주재료
467,양파,1/2개,부재료
467,후춧가루,약간,양념
467,다진마늘,1작은술,양념
467,베이컨,6장,부재료
467,우유,1/2컵,주재료
